Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
48,3019 (95.8370026),320924610,Information Technology,JEE(Main),AI to AI,AI,3209
49,3079 (95.7587194),318499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3184
,,,Data Science,,,,
50,3159 (95.6756237),627624650F,Information Technology,JEE(Main),AI to AI,AI,6276
51,3223 (95.6047759),319724610,Information Technology,JEE(Main),AI to AI,AI,3197
,,,,,,,
52,3252 (95.5828768),320999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3209
,,,Data Science,,,,
53,3455 (95.3644296),319724510,Computer Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
54,3457 (95.3644296),318524610,Information Technology,JEE(Main),AI to AI,AI,3185
,,,,,,,
55,3491 (95.3312187),600662710,Manufacturing Science ,JEE(Main),AI to AI,AI,6006
,,,and Engineering,,,,
56,3503 (95.3136750),318237210,Electronics and ,JEE(Main),AI to AI,AI,3182
,,,Telecommunication Engg,,,,
57,3561 (95.2360669),628991110,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering(Artificial ,,,,
58,3565 (95.2297568),317624610,Information Technology,JEE(Main),AI to AI,AI,3176
59,3578 (95.2206038),628924610,Information Technology,JEE(Main),AI to AI,AI,6289
,,,,,,,
60,3589 (95.2047939),627337210,Electronics and ,JEE(Main),AI to AI,AI,6273
,,,Telecommunication Engg,,,,
,,,,,,,
61,3735 (95.0309825),628991310,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering (Artificial ,,,,
62,3777 (94.9963353),303651210,"Oil,Oleochemicals and ",JEE(Main),AI to AI,AI,3036
,,,Surfactants Technology,,,,
63,3884 (94.8658360),627424510,Computer Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
64,3892 (94.8652894),628991210,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering(Data Science),,,,
65,3973 (94.7586285),600669410,Metallurgy and Material ,JEE(Main),AI to AI,AI,6006
,,,Technology,,,,
66,3975 (94.7586285),627224510,Computer Engineering,JEE(Main),AI to AI,AI,6272
67,4002 (94.7329189),411591110,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Artificial ,,,,
68,4037 (94.6984876),317691010,Computer Science and ,JEE(Main),AI to AI,AI,3176
,,,Engineering(Cyber ,,,,
69,4043 (94.6945338),321124510,Computer Engineering,JEE(Main),AI to AI,AI,3211
70,4140 (94.5984799),628992010,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering (Internet of ,,,,
71,4241 (94.4545125),411591210,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Data Science),,,,
72,4243 (94.4545125),318599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3185
,,,Data Science,,,,
73,4315 (94.3590153),411591010,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Cyber ,,,,
74,4399 (94.2983721),628999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6289
,,,Data Science,,,,
,4419 (94.2527049),627424610,Information Technology,JEE(Main),AI to AI,AI,6274
,,,,,,,
,,,,,,,
76,4421 (94.2527049),317699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3176
,,,Data Science,,,,
77,4422 (94.2527049),320937210,Electronics and ,JEE(Main),AI to AI,AI,3209
,,,Telecommunication Engg,,,,
78,4493 (94.1883123),320824510,Computer Engineering,JEE(Main),AI to AI,AI,3208
79,4526 (94.1481624),411529310,Electrical Engineering,JEE(Main),AI to AI,AI,4115
80,4553 (94.1023520),318590010,Electronics and Computer ,JEE(Main),AI to AI,AI,3185
,,,Science,,,,
81,4573 (94.0992836),319961210,Mechanical Engineering,JEE(Main),AI to AI,AI,3199
,,,,,,,
82,4585 (94.0731528),317692110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3176
,,,Machine Learning,,,,
83,4605 (94.0627850),303672910,Surface Coating ,JEE(Main),AI to AI,AI,3036
,,,Technology,,,,
84,4640 (94.0207138),679624510,Computer Engineering,JEE(Main),AI to AI,AI,6796
85,4651 (93.9886696),321424510,Computer Engineering,JEE(Main),AI to AI,AI,3214
,,,,,,,
86,4897 (93.7616203),313924510,Computer Engineering,JEE(Main),AI to AI,AI,3139
87,4953 (93.6790427),617537210,Electronics and ,JEE(Main),AI to AI,AI,6175
,,,Telecommunication Engg,,,,
88,4976 (93.6720487),682224510,Computer Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
89,5187 (93.4666066),627224610,Information Technology,JEE(Main),AI to AI,AI,6272
90,5270 (93.3550666),318490010,Electronics and Computer ,JEE(Main),AI to AI,AI,3184
,,,Science,,,,
91,5286 (93.3405227),682224610,Information Technology,JEE(Main),AI to AI,AI,6822
,,,,,,,
92,5303 (93.3362866),317625310,Internet of Things (IoT),JEE(Main),AI to AI,AI,3176
93,5355 (93.2837555),614124510,Computer Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
94,5356 (93.2815627),627499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6274
,,,Data Science,,,,
95,5368 (93.2515420),675424510,Computer Engineering,JEE(Main),AI to AI,AI,6754
96,5469 (93.1288344),303651110,Dyestuff Technology,JEE(Main),AI to AI,AI,3036
97,5681 (92.8987840),627637250F,Electronics and ,JEE(Main),AI to AI,AI,6276
,,,Telecommunication Engg,,,,
98,5723 (92.8471441),627824510,Computer Engineering,JEE(Main),AI to AI,AI,6278
99,5747 (92.8314699),320424510,Computer Engineering,JEE(Main),AI to AI,AI,3204
100,5748 (92.8314699),614692710,Computer Engineering ,JEE(Main),AI to AI,AI,6146
,,,(Software Engineering),,,,
101,5924 (92.6418684),411590010,Electronics and Computer ,JEE(Main),AI to AI,AI,4115
,,,Science,,,,
102,5925 (92.6418684),318924510,Computer Engineering,JEE(Main),AI to AI,AI,3189
103,5926 (92.6418684),628937210,Electronics and ,JEE(Main),AI to AI,AI,6289
,,,Telecommunication Engg,,,,
104,6053 (92.5273943),319737210,Electronics and ,JEE(Main),AI to AI,AI,3197
,,,Telecommunication Engg,,,,
105,6072 (92.4913429),411537010,Electronics and ,JEE(Main),AI to AI,AI,4115
,,,Communication ,,,,
,,,,,,,
106,6150 (92.4368733),675424610,Information Technology,JEE(Main),AI to AI,AI,6754
107,6193 (92.3819414),321124610,Information Technology,JEE(Main),AI to AI,AI,3211
108,6244 (92.3356057),680224510,Computer Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
109,6400 (92.1846841),620724510,Computer Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
110,6437 (92.1177616),303651410,Fibres and Textile ,JEE(Main),AI to AI,AI,3036
,,,Processing Technology,,,,
111,6471 (92.1006910),318250710,Chemical Engineering,JEE(Main),AI to AI,AI,3182
112,6488 (92.0999803),614624510,Computer Engineering,JEE(Main),AI to AI,AI,6146
113,6561 (92.0072362),320824610,Information Technology,JEE(Main),AI to AI,AI,3208
114,6595 (91.9487173),682237210,Electronics and ,JEE(Main),AI to AI,AI,6822
,,,Telecommunication Engg,,,,
115,6613 (91.9333904),626524210,Computer Science and ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
116,6640 (91.9023418),313924610,Information Technology,JEE(Main),AI to AI,AI,3139
117,6648 (91.9018566),620724610,Information Technology,JEE(Main),AI to AI,AI,6207
,,,,,,,
118,6662 (91.8922129),628224510,Computer Engineering,JEE(Main),AI to AI,AI,6282
,,,,,,,
119,6721 (91.8395017),320424610,Information Technology,JEE(Main),AI to AI,AI,3204
120,6797 (91.7404710),628224610,Information Technology,JEE(Main),AI to AI,AI,6282
,,,,,,,
,,,,,,,
121,6841 (91.6986763),627299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6272
,,,Data Science,,,,
122,6889 (91.6502222),318537210,Electronics and ,JEE(Main),AI to AI,AI,3185
,,,Telecommunication Engg,,,,
123,6901 (91.6188889),320124510,Computer Engineering,JEE(Main),AI to AI,AI,3201
124,7028 (91.5085673),317690010,Electronics and Computer ,JEE(Main),AI to AI,AI,3176
,,,Science,,,,
125,7101 (91.4028299),203290410,Chemical Engineering,JEE(Main),AI to AI,AI,2032
,,,,,,,
126,7175 (91.3332014),614124610,Information Technology,JEE(Main),AI to AI,AI,6141
,,,,,,,
127,7215 (91.3067206),318591610,Automation and Robotics,JEE(Main),AI to AI,AI,3185
,,,,,,,
128,7228 (91.2798836),416724210,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering,,,,
129,7294 (91.1841057),321424610,Information Technology,JEE(Main),AI to AI,AI,3214
,,,,,,,
130,7387 (91.1155089),318924610,Information Technology,JEE(Main),AI to AI,AI,3189
131,7500 (90.9967846),617724510,Computer Engineering,JEE(Main),AI to AI,AI,6177
132,7591 (90.9064517),320724510,Computer Engineering,JEE(Main),AI to AI,AI,3207
133,7783 (90.7442191),317637210,Electronics and ,JEE(Main),AI to AI,AI,3176
,,,Telecommunication Engg,,,,
134,7784 (90.7442191),321492010,Computer Science and ,JEE(Main),AI to AI,AI,3214
,,,Engineering (Internet of ,,,,
135,7798 (90.7285585),675437210,Electronics and ,JEE(Main),AI to AI,AI,6754
,,,Telecommunication Engg,,,,
,,,,,,,
136,7811 (90.6979506),627361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
137,7814 (90.6979506),112037210,Electronics and ,JEE(Main),AI to AI,AI,1120
,,,Telecommunication Engg,,,,
138,7820 (90.6658794),320199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3201
,,,Data Science,,,,
139,7879 (90.6046716),411561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4115
140,7945 (90.5338934),225024210,Computer Science and ,JEE(Main),AI to AI,AI,2250
,,,Engineering,,,,
141,8004 (90.4894496),680299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6802
,,,Data Science,,,,
142,8009 (90.4637501),313524510,Computer Engineering,JEE(Main),AI to AI,AI,3135
,,,,,,,
143,8049 (90.4241993),613924510,Computer Engineering,JEE(Main),AI to AI,AI,6139
144,8104 (90.3607537),615524510,Computer Engineering,JEE(Main),AI to AI,AI,6155
145,8341 (90.1053108),614126210,Computer Science and ,JEE(Main),AI to AI,AI,6141
,,,Business Systems,,,,
146,8400 (90.0470728),627346410,Instrumentation and ,JEE(Main),AI to AI,AI,6273
,,,Control Engineering,,,,
147,8476 (89.9782308),321192010,Computer Science and ,JEE(Main),AI to AI,AI,3211
,,,Engineering (Internet of ,,,,
148,8541 (89.8956668),628824210,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering,,,,
149,8598 (89.8336211),628299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6282
,,,Data Science,,,,
150,8680 (89.7585837),321199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Data Science,,,,
,,,,,,,
151,8690 (89.7341513),620799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6207
,,,Data Science,,,,
152,8736 (89.6887549),319624510,Computer Engineering,JEE(Main),AI to AI,AI,3196
153,8754 (89.6767767),615624510,Computer Engineering,JEE(Main),AI to AI,AI,6156
154,8762 (89.6767767),628524550F,Computer Engineering,JEE(Main),AI to AI,AI,6285
,,,,,,,
155,8805 (89.5981928),617724610,Information Technology,JEE(Main),AI to AI,AI,6177
156,8848 (89.5285591),314824510,Computer Engineering,JEE(Main),AI to AI,AI,3148
,,,,,,,
157,8910 (89.4796474),613924610,Information Technology,JEE(Main),AI to AI,AI,6139
158,9012 (89.3805067),416791110,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering(Artificial ,,,,
159,9093 (89.2567087),317661210,Mechanical Engineering,JEE(Main),AI to AI,AI,3176
160,9124 (89.2371456),110124210,Computer Science and ,JEE(Main),AI to AI,AI,1101
,,,Engineering,,,,
161,9243 (89.1355125),411624210,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering,,,,
162,9278 (89.1045003),313524610,Information Technology,JEE(Main),AI to AI,AI,3135
,,,,,,,
163,9374 (88.9644925),512124510,Computer Engineering,JEE(Main),AI to AI,AI,5121
164,9474 (88.9057917),321192110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Machine Learning,,,,
165,9482 (88.8699805),615624610,Information Technology,JEE(Main),AI to AI,AI,6156
,,,,,,,
166,9497 (88.8631492),320324510,Computer Engineering,JEE(Main),AI to AI,AI,3203
167,9577 (88.7282176),627237210,Electronics and ,JEE(Main),AI to AI,AI,6272
,,,Telecommunication Engg,,,,
168,9596 (88.7200682),318391110,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering(Artificial ,,,,
169,9670 (88.6823147),662224510,Computer Engineering,JEE(Main),AI to AI,AI,6622
170,9682 (88.6767884),416799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4167
,,,Data Science,,,,
171,9712 (88.6641675),540961210,Mechanical Engineering,JEE(Main),AI to AI,AI,5409
,,,,,,,
172,9744 (88.5713525),626724210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering,,,,
173,9821 (88.4792881),628124510,Computer Engineering,JEE(Main),AI to AI,AI,6281
174,9828 (88.4617466),318324510,Computer Engineering,JEE(Main),AI to AI,AI,3183
,,,,,,,
175,9873 (88.4449543),416725110,Computer Technology,JEE(Main),AI to AI,AI,4167
176,9883 (88.4392836),615591210,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Data Science),,,,
177,9911 (88.4040183),626584410,Electronics and Computer ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
178,9992 (88.2867181),416724610,Information Technology,JEE(Main),AI to AI,AI,4167
179,10000 (88.2867181),314899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3148
,,,Data Science,,,,
180,10049 (88.2453198),414224210,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering,,,,
181,10261 (88.0054319),615526010,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Cyber ,,,,
182,10340 (87.9514743),313990010,Electronics and Computer ,JEE(Main),AI to AI,AI,3139
,,,Science,,,,
183,10447 (87.8325950),313599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3135
,,,Data Science,,,,
184,10519 (87.7258955),613992110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Machine Learning,,,,
185,10600 (87.6152988),411691310,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Artificial ,,,,
186,10612 (87.5934962),613999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Data Science,,,,
187,10621 (87.5890349),627437210,Electronics and ,JEE(Main),AI to AI,AI,6274
,,,Telecommunication Engg,,,,
188,10643 (87.5791465),411691110,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering(Artificial ,,,,
189,10646 (87.5791465),627837210,Electronics and ,JEE(Main),AI to AI,AI,6278
,,,Telecommunication Engg,,,,
190,10853 (87.3201038),614524510,Computer Engineering,JEE(Main),AI to AI,AI,6145
191,10875 (87.3193965),318724510,Computer Engineering,JEE(Main),AI to AI,AI,3187
192,10883 (87.3157471),321190010,Electronics and Computer ,JEE(Main),AI to AI,AI,3211
,,,Science,,,,
193,11097 (87.1139220),617824510,Computer Engineering,JEE(Main),AI to AI,AI,6178
,,,,,,,
194,11137 (87.0444203),615591110,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Artificial ,,,,
,11149 (87.0356778),320724610,Information Technology,JEE(Main),AI to AI,AI,3207
,,,,,,,
196,11159 (87.0305154),679637210,Electronics and ,JEE(Main),AI to AI,AI,6796
,,,Telecommunication Engg,,,,
197,11267 (86.9587330),615699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6156
,,,Data Science,,,,
198,11322 (86.9109670),417424510,Computer Engineering,JEE(Main),AI to AI,AI,4174
199,11400 (86.7819393),615524610,Information Technology,JEE(Main),AI to AI,AI,6155
200,11430 (86.7473196),628524650F,Information Technology,JEE(Main),AI to AI,AI,6285
,,,,,,,
201,11481 (86.7033961),416726710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering (IoT),,,,
202,11537 (86.6564644),615591310,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Artificial ,,,,
203,11571 (86.6080104),626524610,Information Technology,JEE(Main),AI to AI,AI,6265
204,11659 (86.5197151),319729310,Electrical Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
205,11685 (86.4717454),627350710,Chemical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
206,11778 (86.4073678),320837210,Electronics and ,JEE(Main),AI to AI,AI,3208
,,,Telecommunication Engg,,,,
207,11802 (86.3640106),617824610,Information Technology,JEE(Main),AI to AI,AI,6178
,,,,,,,
208,11857 (86.3060959),512124610,Information Technology,JEE(Main),AI to AI,AI,5121
209,11910 (86.2419636),321437210,Electronics and ,JEE(Main),AI to AI,AI,3214
,,,Telecommunication Engg,,,,
210,11923 (86.2270981),314824610,Information Technology,JEE(Main),AI to AI,AI,3148
,,,,,,,
,,,,,,,
211,11940 (86.1666710),320429310,Electrical Engineering,JEE(Main),AI to AI,AI,3204
212,11941 (86.1550372),627646450F,Instrumentation and ,JEE(Main),AI to AI,AI,6276
,,,Control Engineering,,,,
213,11977 (86.1223833),621424510,Computer Engineering,JEE(Main),AI to AI,AI,6214
214,12073 (86.0647409),515224610,Information Technology,JEE(Main),AI to AI,AI,5152
215,12087 (86.0586552),411624610,Information Technology,JEE(Main),AI to AI,AI,4116
216,12090 (86.0586552),411626010,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Cyber ,,,,
217,12116 (86.0434298),347524510,Computer Engineering,JEE(Main),AI to AI,AI,3475
218,12155 (86.0085637),627661250F,Mechanical Engineering,JEE(Main),AI to AI,AI,6276
219,12156 (85.9928749),662299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Data Science,,,,
220,12161 (85.9928749),662292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Machine Learning,,,,
221,12248 (85.8825722),319424510,Computer Engineering,JEE(Main),AI to AI,AI,3194
222,12367 (85.7669387),617561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6175
,,,,,,,
223,12390 (85.7348342),318461210,Mechanical Engineering,JEE(Main),AI to AI,AI,3184
224,12400 (85.7206724),319024510,Computer Engineering,JEE(Main),AI to AI,AI,3190
225,12402 (85.7023049),411519110,Civil Engineering,JEE(Main),AI to AI,AI,4115
,,,,,,,
226,12441 (85.6891688),110124610,Information Technology,JEE(Main),AI to AI,AI,1101
227,12451 (85.6891688),628961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6289
,,,,,,,
228,12472 (85.6627234),620737210,Electronics and ,JEE(Main),AI to AI,AI,6207
,,,Telecommunication Engg,,,,
229,12474 (85.6627234),416725710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Design,,,,
230,12553 (85.5526712),680237210,Electronics and ,JEE(Main),AI to AI,AI,6802
,,,Telecommunication Engg,,,,
231,12657 (85.4484752),627221910,Robotics and Automation,JEE(Main),AI to AI,AI,6272
232,12660 (85.4484752),320324610,Information Technology,JEE(Main),AI to AI,AI,3203
233,12671 (85.4480169),614637210,Electronics and ,JEE(Main),AI to AI,AI,6146
,,,Telecommunication Engg,,,,
234,12909 (85.1611272),313937210,Electronics and ,JEE(Main),AI to AI,AI,3139
,,,Telecommunication Engg,,,,
235,12934 (85.1592976),319024610,Information Technology,JEE(Main),AI to AI,AI,3190
236,12991 (85.1124810),626791110,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Artificial ,,,,
237,13016 (85.0927865),320437210,Electronics and ,JEE(Main),AI to AI,AI,3204
,,,Telecommunication Engg,,,,
238,13118 (84.9655954),613984410,Electronics and Computer ,JEE(Main),AI to AI,AI,6139
,,,Engineering,,,,
239,13163 (84.9268558),628424510,Computer Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
240,13167 (84.9268558),628237210,Electronics and ,JEE(Main),AI to AI,AI,6282
,,,Telecommunication Engg,,,,
,,,,,,,
241,13193 (84.9264706),614524610,Information Technology,JEE(Main),AI to AI,AI,6145
242,13213 (84.8799585),417424610,Information Technology,JEE(Main),AI to AI,AI,4174
243,13270 (84.7820636),321137210,Electronics and ,JEE(Main),AI to AI,AI,3211
,,,Telecommunication Engg,,,,
244,13332 (84.7209178),618524510,Computer Engineering,JEE(Main),AI to AI,AI,6185
245,13374 (84.7072291),411691710,Data Science,JEE(Main),AI to AI,AI,4116
246,13379 (84.7045663),626791210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Data Science),,,,
247,13430 (84.6401675),319691210,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering(Data Science),,,,
248,13434 (84.6401675),417491210,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering(Data Science),,,,
249,13478 (84.6236006),414224610,Information Technology,JEE(Main),AI to AI,AI,4142
,,,,,,,
250,13480 (84.6236006),411699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4116
251,13515 (84.5345404),614137210,Electronics and ,JEE(Main),AI to AI,AI,6141
,,,Telecommunication Engg,,,,
252,13654 (84.3817669),347024210,Computer Science and ,JEE(Main),AI to AI,AI,3470
,,,Engineering,,,,
253,13658 (84.3766908),411626710,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (IoT),,,,
254,13842 (84.2622453),412324210,Computer Science and ,JEE(Main),AI to AI,AI,4123
,,,Engineering,,,,
255,14070 (83.9843750),417426010,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering (Cyber ,,,,
256,14086 (83.9633523),512199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5121
,,,Data Science,,,,
257,14095 (83.9633523),320656610,Computer Science,JEE(Main),AI to AI,AI,3206
258,14098 (83.9633523),318824510,Computer Engineering,JEE(Main),AI to AI,AI,3188
,,,,,,,
259,14162 (83.9169297),544924510,Computer Engineering,JEE(Main),AI to AI,AI,5449
260,14184 (83.8874162),614637610,Electronics Engineering,JEE(Main),AI to AI,AI,6146
261,14225 (83.8490240),516024510,Computer Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
262,14264 (83.7480386),673224510,Computer Engineering,JEE(Main),AI to AI,AI,6732
263,14268 (83.7480386),620791610,Automation and Robotics,JEE(Main),AI to AI,AI,6207
,,,,,,,
264,14293 (83.7192756),631024510,Computer Engineering,JEE(Main),AI to AI,AI,6310
,,,,,,,
265,14462 (83.5906927),617519110,Civil Engineering,JEE(Main),AI to AI,AI,6175
,,,,,,,
