Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
39,2328 (94.6792820),627399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6273
,,,Data Science,,,,
40,2379 (94.5942142),600619110,Civil Engineering,JEE(Main),AI to AI,AI,6006
41,2411 (94.5373247),317624510,Computer Engineering,JEE(Main),AI to AI,AI,3176
42,2426 (94.5012610),319937210,Electronics and ,JEE(Main),AI to AI,AI,3199
,,,Telecommunication Engg,,,,
,,,,,,,
43,2428 (94.5012610),303651910,Polymer Engineering and ,JEE(Main),AI to AI,AI,3036
,,,Technology,,,,
44,2438 (94.4730177),303653410,Food Engineering and ,JEE(Main),AI to AI,AI,3036
,,,Technology,,,,
45,2508 (94.3562610),627624550F,Computer Engineering,JEE(Main),AI to AI,AI,6276
46,2641 (94.0986219),321124510,Computer Engineering,JEE(Main),AI to AI,AI,3211
47,2683 (94.0442806),318524610,Information Technology,JEE(Main),AI to AI,AI,3185
,,,,,,,
48,2698 (94.0320165),627624650F,Information Technology,JEE(Main),AI to AI,AI,6276
49,2743 (93.9357054),320824510,Computer Engineering,JEE(Main),AI to AI,AI,3208
50,2744 (93.9357054),320999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3209
,,,Data Science,,,,
51,2755 (93.9198620),627424510,Computer Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
52,2785 (93.8800490),411591210,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Data Science),,,,
53,2804 (93.8345538),318237210,Electronics and ,JEE(Main),AI to AI,AI,3182
,,,Telecommunication Engg,,,,
54,2837 (93.8037407),628924610,Information Technology,JEE(Main),AI to AI,AI,6289
,,,,,,,
55,2912 (93.6111372),411591110,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Artificial ,,,,
56,2989 (93.4581057),317691010,Computer Science and ,JEE(Main),AI to AI,AI,3176
,,,Engineering(Cyber ,,,,
,,,,,,,
57,2997 (93.4460724),627224510,Computer Engineering,JEE(Main),AI to AI,AI,6272
58,3071 (93.3321790),679624510,Computer Engineering,JEE(Main),AI to AI,AI,6796
59,3093 (93.3107875),411591010,Computer Science and ,JEE(Main),AI to AI,AI,4115
,,,Engineering(Cyber ,,,,
60,3119 (93.2589674),319724610,Information Technology,JEE(Main),AI to AI,AI,3197
,,,,,,,
61,3122 (93.2587577),627337210,Electronics and ,JEE(Main),AI to AI,AI,6273
,,,Telecommunication Engg,,,,
62,3204 (93.1189650),313924510,Computer Engineering,JEE(Main),AI to AI,AI,3139
63,3231 (93.0803992),628991110,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering(Artificial ,,,,
64,3271 (92.9962363),318599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3185
,,,Data Science,,,,
65,3285 (92.9712859),317624610,Information Technology,JEE(Main),AI to AI,AI,3176
66,3289 (92.9712859),318499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3184
,,,Data Science,,,,
67,3292 (92.9638433),321424510,Computer Engineering,JEE(Main),AI to AI,AI,3214
,,,,,,,
68,3359 (92.8259552),628991310,Computer Science and ,JEE(Main),AI to AI,AI,6289
,,,Engineering (Artificial ,,,,
69,3385 (92.7954163),617527110,Computer Engineering ,JEE(Main),AI to AI,AI,6175
,,,(Regional Language),,,,
70,3509 (92.6195426),627424610,Information Technology,JEE(Main),AI to AI,AI,6274
,,,,,,,
,,,,,,,
71,3651 (92.3330212),317692110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3176
,,,Machine Learning,,,,
72,3662 (92.3198604),600662710,Manufacturing Science ,JEE(Main),AI to AI,AI,6006
,,,and Engineering,,,,
73,3725 (92.2019865),320424510,Computer Engineering,JEE(Main),AI to AI,AI,3204
74,3784 (92.0768029),675424510,Computer Engineering,JEE(Main),AI to AI,AI,6754
75,3833 (92.0046912),313924610,Information Technology,JEE(Main),AI to AI,AI,3139
76,3889 (91.8844801),627224610,Information Technology,JEE(Main),AI to AI,AI,6272
77,3946 (91.7966754),317699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3176
,,,Data Science,,,,
78,3990 (91.7211636),628999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6289
,,,Data Science,,,,
79,4041 (91.6436528),318924510,Computer Engineering,JEE(Main),AI to AI,AI,3189
80,4056 (91.6324701),320724510,Computer Engineering,JEE(Main),AI to AI,AI,3207
81,4074 (91.5651859),303651210,"Oil,Oleochemicals and ",JEE(Main),AI to AI,AI,3036
,,,Surfactants Technology,,,,
82,4122 (91.4877517),320824610,Information Technology,JEE(Main),AI to AI,AI,3208
83,4126 (91.4877517),614124510,Computer Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
84,4254 (91.2783976),682224510,Computer Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
,,,,,,,
85,4284 (91.2383104),617537210,Electronics and ,JEE(Main),AI to AI,AI,6175
,,,Telecommunication Engg,,,,
86,4313 (91.1910923),614624510,Computer Engineering,JEE(Main),AI to AI,AI,6146
87,4443 (90.9479637),627824510,Computer Engineering,JEE(Main),AI to AI,AI,6278
88,4485 (90.8975412),600669410,Metallurgy and Material ,JEE(Main),AI to AI,AI,6006
,,,Technology,,,,
89,4519 (90.8359507),682224610,Information Technology,JEE(Main),AI to AI,AI,6822
,,,,,,,
90,4564 (90.7702348),320937210,Electronics and ,JEE(Main),AI to AI,AI,3209
,,,Telecommunication Engg,,,,
91,4578 (90.7289223),320424610,Information Technology,JEE(Main),AI to AI,AI,3204
92,4592 (90.7063123),620724510,Computer Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
93,4755 (90.4506986),628224510,Computer Engineering,JEE(Main),AI to AI,AI,6282
,,,,,,,
94,4759 (90.4506986),411537010,Electronics and ,JEE(Main),AI to AI,AI,4115
,,,Communication ,,,,
95,4787 (90.3752932),680224510,Computer Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
96,4833 (90.3264344),620724610,Information Technology,JEE(Main),AI to AI,AI,6207
,,,,,,,
97,4835 (90.3250254),320124510,Computer Engineering,JEE(Main),AI to AI,AI,3201
98,4901 (90.2015852),303672910,Surface Coating ,JEE(Main),AI to AI,AI,3036
,,,Technology,,,,
,,,,,,,
99,4983 (90.1154312),317625310,Internet of Things (IoT),JEE(Main),AI to AI,AI,3176
100,5043 (90.0065531),321124610,Information Technology,JEE(Main),AI to AI,AI,3211
101,5058 (89.9396220),321424610,Information Technology,JEE(Main),AI to AI,AI,3214
,,,,,,,
102,5059 (89.9396220),318526110,Electronics and Computer ,JEE(Main),AI to AI,AI,3185
,,,Science,,,,
103,5097 (89.9093956),675424610,Information Technology,JEE(Main),AI to AI,AI,6754
104,5223 (89.7038166),628224610,Information Technology,JEE(Main),AI to AI,AI,6282
,,,,,,,
105,5231 (89.6779941),617724510,Computer Engineering,JEE(Main),AI to AI,AI,6177
106,5256 (89.6203317),613924510,Computer Engineering,JEE(Main),AI to AI,AI,6139
107,5264 (89.6043817),614124610,Information Technology,JEE(Main),AI to AI,AI,6141
,,,,,,,
108,5337 (89.4746752),319961210,Mechanical Engineering,JEE(Main),AI to AI,AI,3199
,,,,,,,
109,5407 (89.3668747),627499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6274
,,,Data Science,,,,
110,5463 (89.2580600),318537210,Electronics and ,JEE(Main),AI to AI,AI,3185
,,,Telecommunication Engg,,,,
111,5592 (89.0439268),627637250F,Electronics and ,JEE(Main),AI to AI,AI,6276
,,,Telecommunication Engg,,,,
112,5597 (89.0416021),628937210,Electronics and ,JEE(Main),AI to AI,AI,6289
,,,Telecommunication Engg,,,,
,,,,,,,
113,5646 (89.0039541),313524510,Computer Engineering,JEE(Main),AI to AI,AI,3135
,,,,,,,
114,5691 (88.9330962),416724210,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering,,,,
115,5692 (88.9330962),303651110,Dyestuff Technology,JEE(Main),AI to AI,AI,3036
116,5696 (88.9076155),627299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6272
,,,Data Science,,,,
117,5778 (88.7961654),317690010,Electronics and Computer ,JEE(Main),AI to AI,AI,3176
,,,Science,,,,
118,5897 (88.5880457),318924610,Information Technology,JEE(Main),AI to AI,AI,3189
119,6097 (88.2254797),411624210,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering,,,,
120,6148 (88.1376387),321199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Data Science,,,,
121,6163 (88.1289014),318490010,Electronics and Computer ,JEE(Main),AI to AI,AI,3184
,,,Science,,,,
122,6172 (88.1289014),411529310,Electrical Engineering,JEE(Main),AI to AI,AI,4115
123,6177 (88.1171068),617724610,Information Technology,JEE(Main),AI to AI,AI,6177
124,6204 (88.0753726),512124510,Computer Engineering,JEE(Main),AI to AI,AI,5121
125,6208 (88.0637189),662224510,Computer Engineering,JEE(Main),AI to AI,AI,6622
126,6322 (87.8520637),317637210,Electronics and ,JEE(Main),AI to AI,AI,3176
,,,Telecommunication Engg,,,,
,,,,,,,
127,6343 (87.8370787),615624510,Computer Engineering,JEE(Main),AI to AI,AI,6156
128,6513 (87.5547439),318250710,Chemical Engineering,JEE(Main),AI to AI,AI,3182
129,6542 (87.5395489),613924610,Information Technology,JEE(Main),AI to AI,AI,6139
130,6624 (87.3424802),314824510,Computer Engineering,JEE(Main),AI to AI,AI,3148
,,,,,,,
131,6641 (87.3322909),544924510,Computer Engineering,JEE(Main),AI to AI,AI,5449
132,6642 (87.3322909),320724610,Information Technology,JEE(Main),AI to AI,AI,3207
133,6651 (87.3322909),411590010,Electronics and Computer ,JEE(Main),AI to AI,AI,4115
,,,Science,,,,
134,6665 (87.2952363),110124210,Computer Science and ,JEE(Main),AI to AI,AI,1101
,,,Engineering,,,,
135,6736 (87.1557263),615524510,Computer Engineering,JEE(Main),AI to AI,AI,6155
136,6827 (87.0442067),620799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6207
,,,Data Science,,,,
137,6856 (86.9870453),628124510,Computer Engineering,JEE(Main),AI to AI,AI,6281
138,7160 (86.4434653),313524610,Information Technology,JEE(Main),AI to AI,AI,3135
,,,,,,,
139,7165 (86.4434653),615624610,Information Technology,JEE(Main),AI to AI,AI,6156
140,7174 (86.4197722),680299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6802
,,,Data Science,,,,
,,,,,,,
141,7246 (86.3463930),628299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6282
,,,Data Science,,,,
142,7271 (86.3029663),319737210,Electronics and ,JEE(Main),AI to AI,AI,3197
,,,Telecommunication Engg,,,,
143,7285 (86.2692601),614126210,Computer Science and ,JEE(Main),AI to AI,AI,6141
,,,Business Systems,,,,
144,7341 (86.1912645),512124610,Information Technology,JEE(Main),AI to AI,AI,5121
145,7350 (86.1433564),303651410,Fibres and Textile ,JEE(Main),AI to AI,AI,3036
,,,Processing Technology,,,,
146,7415 (86.0846495),318591610,Automation and Robotics,JEE(Main),AI to AI,AI,3185
,,,,,,,
147,7522 (85.9296325),682237210,Electronics and ,JEE(Main),AI to AI,AI,6822
,,,Telecommunication Engg,,,,
148,7527 (85.9296325),675437210,Electronics and ,JEE(Main),AI to AI,AI,6754
,,,Telecommunication Engg,,,,
149,7568 (85.8616778),626724210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering,,,,
150,7686 (85.6039326),628524550F,Computer Engineering,JEE(Main),AI to AI,AI,6285
,,,,,,,
151,7711 (85.5925507),321192110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Machine Learning,,,,
152,7805 (85.5048405),321492010,Computer Science and ,JEE(Main),AI to AI,AI,3214
,,,Engineering (Internet of ,,,,
153,7831 (85.4449933),203290410,Chemical Engineering,JEE(Main),AI to AI,AI,2032
,,,,,,,
154,7868 (85.3877589),416724610,Information Technology,JEE(Main),AI to AI,AI,4167
,,,,,,,
155,7881 (85.3341805),321192010,Computer Science and ,JEE(Main),AI to AI,AI,3211
,,,Engineering (Internet of ,,,,
156,7970 (85.2184769),615524610,Information Technology,JEE(Main),AI to AI,AI,6155
157,8104 (85.0520253),416791110,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering(Artificial ,,,,
158,8135 (84.9775471),621424510,Computer Engineering,JEE(Main),AI to AI,AI,6214
159,8212 (84.8623944),626524210,Computer Science and ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
160,8230 (84.8218904),317529310,Electrical Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
161,8295 (84.7133956),614524510,Computer Engineering,JEE(Main),AI to AI,AI,6145
162,8301 (84.7089487),627237210,Electronics and ,JEE(Main),AI to AI,AI,6272
,,,Telecommunication Engg,,,,
163,8331 (84.6576288),613999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Data Science,,,,
164,8357 (84.6254887),318724510,Computer Engineering,JEE(Main),AI to AI,AI,3187
165,8381 (84.6036061),318324510,Computer Engineering,JEE(Main),AI to AI,AI,3183
,,,,,,,
166,8389 (84.5834186),617824510,Computer Engineering,JEE(Main),AI to AI,AI,6178
,,,,,,,
167,8453 (84.4731290),411546110,Bio Medical Engineering,JEE(Main),AI to AI,AI,4115
168,8524 (84.3641997),320324510,Computer Engineering,JEE(Main),AI to AI,AI,3203
,,,,,,,
169,8613 (84.2411175),411624610,Information Technology,JEE(Main),AI to AI,AI,4116
170,8618 (84.2384519),414224210,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering,,,,
171,8632 (84.2384519),510824510,Computer Engineering,JEE(Main),AI to AI,AI,5108
,,,,,,,
172,8651 (84.2245274),417424510,Computer Engineering,JEE(Main),AI to AI,AI,4174
173,8668 (84.1917503),314824610,Information Technology,JEE(Main),AI to AI,AI,3148
,,,,,,,
174,8670 (84.1873858),627361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
175,8676 (84.1829554),319024510,Computer Engineering,JEE(Main),AI to AI,AI,3190
176,8712 (84.1665106),628424510,Computer Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
177,8746 (84.1131935),627437210,Electronics and ,JEE(Main),AI to AI,AI,6274
,,,Telecommunication Engg,,,,
178,8775 (84.0425532),411626010,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Cyber ,,,,
179,8796 (84.0064018),318391110,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering(Artificial ,,,,
180,8882 (83.8193107),321892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3218
,,,Machine Learning,,,,
181,8913 (83.7565654),615699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6156
,,,Data Science,,,,
182,8999 (83.6305183),613992110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Machine Learning,,,,
,,,,,,,
183,9006 (83.6136279),627837210,Electronics and ,JEE(Main),AI to AI,AI,6278
,,,Telecommunication Engg,,,,
184,9044 (83.5960530),314899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3148
,,,Data Science,,,,
185,9050 (83.5942627),416725110,Computer Technology,JEE(Main),AI to AI,AI,4167
186,9081 (83.5348895),616024510,Computer Engineering,JEE(Main),AI to AI,AI,6160
187,9087 (83.5200527),417424610,Information Technology,JEE(Main),AI to AI,AI,4174
188,9093 (83.5200527),614524610,Information Technology,JEE(Main),AI to AI,AI,6145
189,9126 (83.4511535),517224510,Computer Engineering,JEE(Main),AI to AI,AI,5172
190,9140 (83.4005187),347524510,Computer Engineering,JEE(Main),AI to AI,AI,3475
191,9153 (83.3893683),617824610,Information Technology,JEE(Main),AI to AI,AI,6178
,,,,,,,
192,9282 (83.1880101),411691110,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering(Artificial ,,,,
193,9300 (83.1805528),320790010,Electronics and Computer ,JEE(Main),AI to AI,AI,3207
,,,Science,,,,
194,9365 (83.1233710),319024610,Information Technology,JEE(Main),AI to AI,AI,3190
195,9377 (83.1149350),675524510,Computer Engineering,JEE(Main),AI to AI,AI,6755
196,9394 (83.0831961),662237210,Electronics and ,JEE(Main),AI to AI,AI,6622
,,,Telecommunication Engg,,,,
,,,,,,,
197,9401 (83.0778741),413824210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering,,,,
198,9449 (82.9699955),416799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4167
,,,Data Science,,,,
199,9523 (82.8949011),621456810,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Information Technology,,,,
200,9525 (82.8918930),532229310,Electrical Engineering,JEE(Main),AI to AI,AI,5322
201,9549 (82.8255367),110124610,Information Technology,JEE(Main),AI to AI,AI,1101
202,9629 (82.6924126),321190010,Electronics and Computer ,JEE(Main),AI to AI,AI,3211
,,,Science,,,,
203,9670 (82.6514598),319424510,Computer Engineering,JEE(Main),AI to AI,AI,3194
204,9745 (82.5504607),628524650F,Information Technology,JEE(Main),AI to AI,AI,6285
,,,,,,,
205,9783 (82.4820161),631024510,Computer Engineering,JEE(Main),AI to AI,AI,6310
,,,,,,,
206,9918 (82.2530098),411561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4115
207,9919 (82.2530098),411691310,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Artificial ,,,,
208,9941 (82.2291867),626524610,Information Technology,JEE(Main),AI to AI,AI,6265
209,9949 (82.2291867),680237210,Electronics and ,JEE(Main),AI to AI,AI,6802
,,,Telecommunication Engg,,,,
210,10047 (82.0859651),662299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Data Science,,,,
,,,,,,,
211,10066 (82.0683472),313599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3135
,,,Data Science,,,,
212,10119 (81.9560356),416726710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering (IoT),,,,
213,10130 (81.9305307),612224510,Computer Engineering,JEE(Main),AI to AI,AI,6122
214,10173 (81.8595320),615591110,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Artificial ,,,,
215,10182 (81.8302553),318824510,Computer Engineering,JEE(Main),AI to AI,AI,3188
,,,,,,,
216,10224 (81.8155020),318392010,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering (Internet of ,,,,
217,10259 (81.7802052),313990010,Electronics and Computer ,JEE(Main),AI to AI,AI,3139
,,,Science,,,,
218,10279 (81.7208837),416725710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Design,,,,
219,10281 (81.7104166),412324210,Computer Science and ,JEE(Main),AI to AI,AI,4123
,,,Engineering,,,,
220,10340 (81.6903826),321024510,Computer Engineering,JEE(Main),AI to AI,AI,3210
,,,,,,,
221,10354 (81.6513761),615591310,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Artificial ,,,,
222,10357 (81.6352895),662292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Machine Learning,,,,
223,10367 (81.6262027),413624210,Computer Science and ,JEE(Main),AI to AI,AI,4136
,,,Engineering,,,,
224,10416 (81.5830546),320199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3201
,,,Data Science,,,,
,,,,,,,
225,10434 (81.5753435),319624510,Computer Engineering,JEE(Main),AI to AI,AI,3196
226,10507 (81.3950602),615526010,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Cyber ,,,,
227,10567 (81.3249231),628424610,Information Technology,JEE(Main),AI to AI,AI,6284
,,,,,,,
228,10633 (81.2486065),516024510,Computer Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
229,10647 (81.2118843),318724610,Information Technology,JEE(Main),AI to AI,AI,3187
230,10694 (81.1613594),677224510,Computer Engineering,JEE(Main),AI to AI,AI,6772
231,10712 (81.1532459),626791110,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Artificial ,,,,
232,10744 (81.1416922),320324610,Information Technology,JEE(Main),AI to AI,AI,3203
233,10779 (81.0460284),544924610,Information Technology,JEE(Main),AI to AI,AI,5449
234,10799 (80.9995632),417491210,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering(Data Science),,,,
235,10809 (80.9693735),614637210,Electronics and ,JEE(Main),AI to AI,AI,6146
,,,Telecommunication Engg,,,,
236,10840 (80.9286527),618224510,Computer Engineering,JEE(Main),AI to AI,AI,6182
237,10895 (80.8268302),411691710,Data Science,JEE(Main),AI to AI,AI,4116
238,10923 (80.7992821),620737210,Electronics and ,JEE(Main),AI to AI,AI,6207
,,,Telecommunication Engg,,,,
,,,,,,,
239,10932 (80.7774884),614137210,Electronics and ,JEE(Main),AI to AI,AI,6141
,,,Telecommunication Engg,,,,
240,10936 (80.7774884),319424610,Information Technology,JEE(Main),AI to AI,AI,3194
241,10983 (80.7387986),342324510,Computer Engineering,JEE(Main),AI to AI,AI,3423
242,11001 (80.7208757),517291210,Computer Science and ,JEE(Main),AI to AI,AI,5172
,,,Engineering(Data Science),,,,
243,11044 (80.6741573),631024610,Information Technology,JEE(Main),AI to AI,AI,6310
,,,,,,,
244,11054 (80.6602368),628237210,Electronics and ,JEE(Main),AI to AI,AI,6282
,,,Telecommunication Engg,,,,
245,11065 (80.6184859),413724210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering,,,,
246,11088 (80.5756070),414224610,Information Technology,JEE(Main),AI to AI,AI,4142
,,,,,,,
247,11089 (80.5664800),673224510,Computer Engineering,JEE(Main),AI to AI,AI,6732
248,11171 (80.3967694),321437210,Electronics and ,JEE(Main),AI to AI,AI,3214
,,,Telecommunication Engg,,,,
249,11214 (80.3366701),417499710,Artificial Intelligence,JEE(Main),AI to AI,AI,4174
250,11233 (80.3269943),411626710,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (IoT),,,,
251,11236 (80.3269943),313937210,Electronics and ,JEE(Main),AI to AI,AI,3139
,,,Telecommunication Engg,,,,
252,11237 (80.3269943),318324610,Information Technology,JEE(Main),AI to AI,AI,3183
,,,,,,,
,,,,,,,
253,11337 (80.1903870),411519110,Civil Engineering,JEE(Main),AI to AI,AI,4115
254,11339 (80.1903870),516224510,Computer Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
255,11449 (80.0172908),417426010,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering (Cyber ,,,,
256,11518 (79.8842846),618224610,Information Technology,JEE(Main),AI to AI,AI,6182
257,11524 (79.8842846),512199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5121
,,,Data Science,,,,
258,11576 (79.8647097),411699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4116
259,11578 (79.8647097),314825210,Cyber Security,JEE(Main),AI to AI,AI,3148
,,,,,,,
260,11594 (79.8625494),622224210,Computer Science and ,JEE(Main),AI to AI,AI,6222
,,,Engineering,,,,
261,11597 (79.8625494),620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6203
,,,Data Science,,,,
262,11616 (79.8623821),347524610,Information Technology,JEE(Main),AI to AI,AI,3475
263,11646 (79.7957180),317661210,Mechanical Engineering,JEE(Main),AI to AI,AI,3176
264,11660 (79.7846442),314624510,Computer Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
265,11697 (79.6804162),319026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3190
,,,and Data Science,,,,
266,11705 (79.6506359),510824610,Information Technology,JEE(Main),AI to AI,AI,5108
,,,,,,,
,,,,,,,
267,11706 (79.6506359),347591110,Computer Science and ,JEE(Main),AI to AI,AI,3475
,,,Engineering(Artificial ,,,,
