Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
,,,Communication ,,,,
92,5623 (89.0270732),627499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6274
,,,Data Science,,,,
93,5625 (89.0097184),613924510,Computer Engineering,JEE(Main),AI to AI,AI,6139
94,5709 (88.9076155),617724510,Computer Engineering,JEE(Main),AI to AI,AI,6177
95,5729 (88.8722227),321424610,Information Technology,JEE(Main),AI to AI,AI,3214
,,,,,,,
96,5759 (88.8057863),317625310,Internet of Things (IoT),JEE(Main),AI to AI,AI,3176
97,5954 (88.4769226),675424610,Information Technology,JEE(Main),AI to AI,AI,6754
98,5988 (88.4202598),628237210,Electronics and ,JEE(Main),AI to AI,AI,6282
,,,Telecommunication Engg,,,,
,,,,,,,
99,5992 (88.4202598),318924510,Computer Engineering,JEE(Main),AI to AI,AI,3189
100,6072 (88.2925401),319961210,Mechanical Engineering,JEE(Main),AI to AI,AI,3199
,,,,,,,
101,6103 (88.1823036),512124510,Computer Engineering,JEE(Main),AI to AI,AI,5121
102,6109 (88.1795333),211461210,Mechanical Engineering,JEE(Main),AI to AI,AI,2114
103,6163 (88.1289014),303651410,Fibres and Textile ,JEE(Main),AI to AI,AI,3036
,,,Processing Technology,,,,
104,6193 (88.0916598),617824510,Computer Engineering,JEE(Main),AI to AI,AI,6178
,,,,,,,
105,6241 (88.0473040),628937210,Electronics and ,JEE(Main),AI to AI,AI,6289
,,,Telecommunication Engg,,,,
106,6254 (87.9660011),321199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Data Science,,,,
107,6358 (87.8083595),411624210,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering,,,,
108,6359 (87.8083595),627361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
109,6392 (87.7775533),411529310,Electrical Engineering,JEE(Main),AI to AI,AI,4115
110,6398 (87.7599228),318537210,Electronics and ,JEE(Main),AI to AI,AI,3185
,,,Telecommunication Engg,,,,
111,6410 (87.6670485),320724610,Information Technology,JEE(Main),AI to AI,AI,3207
112,6509 (87.5646783),615624510,Computer Engineering,JEE(Main),AI to AI,AI,6156
,,,,,,,
113,6537 (87.5395489),313524510,Computer Engineering,JEE(Main),AI to AI,AI,3135
,,,,,,,
114,6545 (87.5211710),317637210,Electronics and ,JEE(Main),AI to AI,AI,3176
,,,Telecommunication Engg,,,,
115,6606 (87.3724977),347124510,Computer Engineering,JEE(Main),AI to AI,AI,3471
116,6615 (87.3495097),617724610,Information Technology,JEE(Main),AI to AI,AI,6177
117,6625 (87.3380966),628299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6282
,,,Data Science,,,,
118,6657 (87.3322909),680299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6802
,,,Data Science,,,,
119,6673 (87.2952363),627237210,Electronics and ,JEE(Main),AI to AI,AI,6272
,,,Telecommunication Engg,,,,
120,6688 (87.2498216),613924610,Information Technology,JEE(Main),AI to AI,AI,6139
121,7021 (86.7081695),320324510,Computer Engineering,JEE(Main),AI to AI,AI,3203
122,7051 (86.6895751),320124510,Computer Engineering,JEE(Main),AI to AI,AI,3201
123,7057 (86.6597919),318924610,Information Technology,JEE(Main),AI to AI,AI,3189
124,7062 (86.6596358),615524510,Computer Engineering,JEE(Main),AI to AI,AI,6155
125,7084 (86.6276529),318824510,Computer Engineering,JEE(Main),AI to AI,AI,3188
,,,,,,,
126,7097 (86.6097111),321492010,Computer Science and ,JEE(Main),AI to AI,AI,3214
,,,Engineering (Internet of ,,,,
,,,,,,,
127,7127 (86.5314596),416725110,Computer Technology,JEE(Main),AI to AI,AI,4167
128,7156 (86.4434653),317661210,Mechanical Engineering,JEE(Main),AI to AI,AI,3176
129,7170 (86.4365959),620799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6207
,,,Data Science,,,,
130,7247 (86.3463930),615624610,Information Technology,JEE(Main),AI to AI,AI,6156
131,7272 (86.2999376),673224510,Computer Engineering,JEE(Main),AI to AI,AI,6732
132,7310 (86.2355329),416725710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Design,,,,
133,7431 (86.0424469),416799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4167
,,,Data Science,,,,
134,7472 (85.9890921),613999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Data Science,,,,
135,7506 (85.9306533),628124510,Computer Engineering,JEE(Main),AI to AI,AI,6281
136,7534 (85.9020690),318490010,Electronics and Computer ,JEE(Main),AI to AI,AI,3184
,,,Science,,,,
137,7550 (85.9001061),411561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4115
138,7630 (85.6845409),682237210,Electronics and ,JEE(Main),AI to AI,AI,6822
,,,Telecommunication Engg,,,,
139,7662 (85.6758331),626724210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering,,,,
140,7757 (85.5684128),313524610,Information Technology,JEE(Main),AI to AI,AI,3135
,,,,,,,
,,,,,,,
141,7833 (85.4408739),512124610,Information Technology,JEE(Main),AI to AI,AI,5121
142,7896 (85.3213456),516224510,Computer Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
143,7959 (85.2212445),319424510,Computer Engineering,JEE(Main),AI to AI,AI,3194
144,7970 (85.2184769),621424510,Computer Engineering,JEE(Main),AI to AI,AI,6214
145,8019 (85.1537531),110124210,Computer Science and ,JEE(Main),AI to AI,AI,1101
,,,Engineering,,,,
146,8196 (84.8998315),613992110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Machine Learning,,,,
147,8200 (84.8998315),615699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6156
,,,Data Science,,,,
148,8217 (84.8473485),626791110,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Artificial ,,,,
149,8219 (84.8443503),621456810,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Information Technology,,,,
150,8230 (84.8218904),321929310,Electrical Engineering,JEE(Main),MH to AI,GOPENO,3219
,,,,,,,
151,8241 (84.7598050),675437210,Electronics and ,JEE(Main),AI to AI,AI,6754
,,,Telecommunication Engg,,,,
152,8248 (84.7539183),320324610,Information Technology,JEE(Main),AI to AI,AI,3203
153,8344 (84.6543500),614524510,Computer Engineering,JEE(Main),AI to AI,AI,6145
154,8349 (84.6317303),510824610,Information Technology,JEE(Main),AI to AI,AI,5108
,,,,,,,
155,8354 (84.6254887),628524550F,Computer Engineering,JEE(Main),AI to AI,AI,6285
,,,,,,,
156,8382 (84.6036061),622226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6222
,,,and Data Science,,,,
157,8392 (84.5834186),677224510,Computer Engineering,JEE(Main),AI to AI,AI,6772
158,8402 (84.5447789),411691110,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering(Artificial ,,,,
159,8452 (84.4731290),319424610,Information Technology,JEE(Main),AI to AI,AI,3194
160,8458 (84.4731290),411691310,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Artificial ,,,,
161,8466 (84.4582982),322324510,Computer Engineering,JEE(Main),AI to AI,AI,3223
,,,,,,,
162,8501 (84.4233532),620737210,Electronics and ,JEE(Main),AI to AI,AI,6207
,,,Telecommunication Engg,,,,
163,8536 (84.3438147),314890010,Electronics and Computer ,JEE(Main),AI to AI,AI,3148
,,,Science,,,,
164,8545 (84.3438147),628524650F,Information Technology,JEE(Main),AI to AI,AI,6285
,,,,,,,
165,8599 (84.3044536),676924510,Computer Engineering,JEE(Main),AI to AI,AI,6769
166,8620 (84.2384519),626524210,Computer Science and ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
167,8651 (84.2245274),621491110,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Engineering(Artificial ,,,,
168,8661 (84.1933818),318724610,Information Technology,JEE(Main),AI to AI,AI,3187
,,,,,,,
169,8886 (83.8107720),614137210,Electronics and ,JEE(Main),AI to AI,AI,6141
,,,Telecommunication Engg,,,,
170,8893 (83.8107720),615591310,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Artificial ,,,,
171,8936 (83.7406367),622324210,Computer Science and ,JEE(Main),AI to AI,AI,6223
,,,Engineering,,,,
172,8965 (83.7051583),614524610,Information Technology,JEE(Main),AI to AI,AI,6145
173,9002 (83.6136279),211324210,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Engineering,,,,
174,9019 (83.6136279),515124510,Computer Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
175,9136 (83.4249100),627346410,Instrumentation and ,JEE(Main),AI to AI,AI,6273
,,,Control Engineering,,,,
176,9217 (83.3260360),544924610,Information Technology,JEE(Main),AI to AI,AI,5449
177,9223 (83.3260360),318824610,Information Technology,JEE(Main),AI to AI,AI,3188
,,,,,,,
178,9268 (83.1885880),303651110,Dyestuff Technology,JEE(Main),AI to AI,AI,3036
179,9312 (83.1505265),627437210,Electronics and ,JEE(Main),AI to AI,AI,6274
,,,Telecommunication Engg,,,,
180,9347 (83.1309084),320790010,Electronics and Computer ,JEE(Main),AI to AI,AI,3207
,,,Science,,,,
181,9377 (83.1149350),615524610,Information Technology,JEE(Main),AI to AI,AI,6155
182,9378 (83.1148699),615637210,Electronics and ,JEE(Main),AI to AI,AI,6156
,,,Telecommunication Engg,,,,
,,,,,,,
183,9463 (82.9542414),620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6203
,,,Data Science,,,,
184,9626 (82.6924126),614191610,Automation and Robotics,JEE(Main),AI to AI,AI,6141
,,,,,,,
185,9631 (82.6924126),628424510,Computer Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
186,9640 (82.6822230),414224210,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering,,,,
187,9656 (82.6822230),677224610,Information Technology,JEE(Main),AI to AI,AI,6772
188,9679 (82.6470771),627837210,Electronics and ,JEE(Main),AI to AI,AI,6278
,,,Telecommunication Engg,,,,
189,9691 (82.6317339),673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6732
,,,Data Science,,,,
190,9708 (82.6317339),320737210,Electronics and ,JEE(Main),AI to AI,AI,3207
,,,Telecommunication Engg,,,,
191,9723 (82.6086957),319026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3190
,,,and Data Science,,,,
192,9748 (82.5343321),616024510,Computer Engineering,JEE(Main),AI to AI,AI,6160
193,9779 (82.4820161),211325710,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Design,,,,
194,9797 (82.4720714),627661250F,Mechanical Engineering,JEE(Main),AI to AI,AI,6276
195,9832 (82.3810930),618561210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H,6185
196,9905 (82.2904661),412324210,Computer Science and ,JEE(Main),AI to AI,AI,4123
,,,Engineering,,,,
,,,,,,,
197,10047 (82.0859651),621737210,Electronics and ,JEE(Main),AI to AI,AI,6217
,,,Telecommunication Engg,,,,
198,10060 (82.0708675),614637210,Electronics and ,JEE(Main),AI to AI,AI,6146
,,,Telecommunication Engg,,,,
199,10067 (82.0632840),618224510,Computer Engineering,JEE(Main),AI to AI,AI,6182
200,10078 (82.0591233),319491210,Computer Science and ,JEE(Main),AI to AI,AI,3194
,,,Engineering(Data Science),,,,
201,10133 (81.9305307),618224610,Information Technology,JEE(Main),AI to AI,AI,6182
202,10190 (81.8223185),347524510,Computer Engineering,JEE(Main),AI to AI,AI,3475
203,10224 (81.8155020),313599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3135
,,,Data Science,,,,
204,10245 (81.7802052),628424610,Information Technology,JEE(Main),AI to AI,AI,6284
,,,,,,,
205,10248 (81.7802052),622024210,Computer Science and ,JEE(Main),AI to AI,AI,6220
,,,Engineering,,,,
206,10303 (81.7028929),615591110,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Artificial ,,,,
207,10364 (81.6262027),416737210,Electronics and ,JEE(Main),AI to AI,AI,4167
,,,Telecommunication Engg,,,,
208,10420 (81.5753435),512199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5121
,,,Data Science,,,,
209,10556 (81.3391049),617561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6175
,,,,,,,
210,10561 (81.3391049),626737210,Electronics and ,JEE(Main),AI to AI,AI,6267
,,,Telecommunication Engg,,,,
,,,,,,,
211,10576 (81.3249231),675524510,Computer Engineering,JEE(Main),AI to AI,AI,6755
212,10587 (81.3005844),211491110,Computer Science and ,JEE(Main),AI to AI,AI,2114
,,,Engineering(Artificial ,,,,
213,10592 (81.2821882),321024610,Information Technology,JEE(Main),AI to AI,AI,3210
,,,,,,,
214,10763 (81.1030550),417424510,Computer Engineering,JEE(Main),AI to AI,AI,4174
215,10781 (81.0431812),620324510,Computer Engineering,JEE(Main),AI to AI,AI,6203
216,10861 (80.8847522),626537210,Electronics and ,JEE(Main),AI to AI,AI,6265
,,,Telecommunication Engg,,,,
217,10990 (80.7208757),416737610,Electronics Engineering,JEE(Main),AI to AI,AI,4167
218,11122 (80.4829291),631124510,Computer Engineering,JEE(Main),AI to AI,AI,6311
,,,,,,,
219,11128 (80.4829291),612224510,Computer Engineering,JEE(Main),AI to AI,AI,6122
220,11171 (80.3967694),320437210,Electronics and ,JEE(Main),AI to AI,AI,3204
,,,Telecommunication Engg,,,,
221,11223 (80.3338046),618724510,Computer Engineering,JEE(Main),AI to AI,AI,6187
,,,,,,,
222,11319 (80.2271804),629824510,Computer Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
223,11393 (80.1332460),618561210,Mechanical Engineering,JEE(Main),MH to AI,GNT3H,6185
224,11507 (79.8894993),631124610,Information Technology,JEE(Main),AI to AI,AI,6311
,,,,,,,
,,,,,,,
225,11548 (79.8678694),320199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3201
,,,Data Science,,,,
226,11567 (79.8678694),630724510,Computer Engineering,JEE(Main),AI to AI,AI,6307
,,,,,,,
227,11647 (79.7846442),626824210,Computer Science and ,JEE(Main),AI to AI,AI,6268
,,,Engineering,,,,
228,11659 (79.7846442),211326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,2113
,,,and Data Science,,,,
229,11674 (79.7846442),615591710,Data Science,JEE(Main),AI to AI,AI,6155
230,11689 (79.7116087),663424510,Computer Engineering,JEE(Main),AI to AI,AI,6634
231,11763 (79.6168249),319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3194
,,,Data Science,,,,
232,11768 (79.6168249),110724210,Computer Science and ,JEE(Main),AI to AI,AI,1107
,,,Engineering,,,,
233,11813 (79.5102750),617737210,Electronics and ,JEE(Main),AI to AI,AI,6177
,,,Telecommunication Engg,,,,
234,11985 (79.2728694),517229310,Electrical Engineering,JEE(Main),AI to AI,AI,5172
235,11994 (79.2728694),320390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3203
,,,Science,,,,
236,12034 (79.1553389),613824510,Computer Engineering,JEE(Main),AI to AI,AI,6138
,,,,,,,
237,12086 (79.1253199),628891110,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering(Artificial ,,,,
238,12126 (79.0958179),664924510,Computer Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
,,,,,,,
239,12156 (79.0725290),627221910,Robotics and Automation,JEE(Main),AI to AI,AI,6272
240,12263 (78.8694927),626524610,Information Technology,JEE(Main),AI to AI,AI,6265
241,12351 (78.7309550),620791610,Automation and Robotics,JEE(Main),AI to AI,AI,6207
,,,,,,,
242,12354 (78.7309550),347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3471
,,,Data Science,,,,
243,12384 (78.6395622),510424510,Computer Engineering,JEE(Main),AI to AI,AI,5104
,,,,,,,
244,12389 (78.6219362),347524610,Information Technology,JEE(Main),AI to AI,AI,3475
245,12390 (78.6219362),322124510,Computer Engineering,JEE(Main),AI to AI,AI,3221
,,,,,,,
246,12457 (78.5414280),414299710,Artificial Intelligence,JEE(Main),AI to AI,AI,4142
,,,,,,,
247,12558 (78.4224527),314624510,Computer Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
248,12575 (78.4224527),110137210,Electronics and ,JEE(Main),AI to AI,AI,1101
,,,Telecommunication Engg,,,,
249,12670 (78.3553639),413724210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering,,,,
250,12676 (78.3553639),614637610,Electronics Engineering,JEE(Main),AI to AI,AI,6146
251,12700 (78.2765213),413726310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,4137
,,,and Data Science,,,,
252,12739 (78.2215949),679424510,Computer Engineering,JEE(Main),AI to AI,AI,6794
253,12776 (78.0800506),618524610,Information Technology,JEE(Main),AI to AI,AI,6185
254,12802 (78.0741227),662299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Data Science,,,,
255,12829 (77.9922933),318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3187
,,,Data Science,,,,
256,12870 (77.9494580),627350710,Chemical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
257,12903 (77.8998344),313937210,Electronics and ,JEE(Main),AI to AI,AI,3139
,,,Telecommunication Engg,,,,
258,12917 (77.8998344),110524210,Computer Science and ,JEE(Main),AI to AI,AI,1105
,,,Engineering,,,,
259,12939 (77.8953566),412324610,Information Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
260,13015 (77.7701225),314825210,Cyber Security,JEE(Main),AI to AI,AI,3148
,,,,,,,
261,13051 (77.6945641),320190010,Electronics and Computer ,JEE(Main),AI to AI,AI,3201
,,,Science,,,,
262,13086 (77.6130782),411637210,Electronics and ,JEE(Main),AI to AI,AI,4116
,,,Telecommunication Engg,,,,
263,13108 (77.6026313),628324210,Computer Science and ,JEE(Main),AI to AI,AI,6283
,,,Engineering,,,,
264,13117 (77.6026313),347591110,Computer Science and ,JEE(Main),AI to AI,AI,3475
,,,Engineering(Artificial ,,,,
265,13145 (77.5834658),412399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4123
,,,Data Science,,,,
266,13186 (77.5533353),512137210,Electronics and ,JEE(Main),AI to AI,AI,5121
,,,Telecommunication Engg,,,,
,,,,,,,
