Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
87,5046 (93.6010356),320824510,Computer Engineering,JEE(Main),AI to AI,AI,3208
88,5163 (93.4741617),628937210,Electronics and ,JEE(Main),AI to AI,AI,6289
,,,Telecommunication Engg,,,,
89,5347 (93.2913674),321492010,Computer Science and ,JEE(Main),AI to AI,AI,3214
,,,Engineering (Internet of ,,,,
90,5368 (93.2515420),682224510,Computer Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
91,5397 (93.2134378),318250710,Chemical Engineering,JEE(Main),AI to AI,AI,3182
92,5417 (93.1886217),627299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6272
,,,Data Science,,,,
93,5509 (93.1077567),318537210,Electronics and ,JEE(Main),AI to AI,AI,3185
,,,Telecommunication Engg,,,,
94,5559 (93.0516320),313924510,Computer Engineering,JEE(Main),AI to AI,AI,3139
95,5567 (93.0365328),679624510,Computer Engineering,JEE(Main),AI to AI,AI,6796
96,5600 (93.0118336),680224510,Computer Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
97,5614 (93.0100083),411529310,Electrical Engineering,JEE(Main),AI to AI,AI,4115
98,5687 (92.8985102),675424510,Computer Engineering,JEE(Main),AI to AI,AI,6754
"
",,,,,,,
99,5719 (92.8526490),627346410,Instrumentation and ,JEE(Main),AI to AI,AI,6273
,,,Control Engineering,,,,
100,5780 (92.8121714),627637250F,Electronics and ,JEE(Main),AI to AI,AI,6276
,,,Telecommunication Engg,,,,
101,5802 (92.7994464),614124510,Computer Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
102,5922 (92.6577553),416791110,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering(Artificial ,,,,
103,5965 (92.6274952),318490010,Electronics and Computer ,JEE(Main),AI to AI,AI,3184
,,,Science,,,,
104,5978 (92.6222046),682224610,Information Technology,JEE(Main),AI to AI,AI,6822
,,,,,,,
105,6178 (92.4063688),614692710,Computer Engineering ,JEE(Main),AI to AI,AI,6146
,,,(Software Engineering),,,,
106,6202 (92.3798870),321424610,Information Technology,JEE(Main),AI to AI,AI,3214
,,,,,,,
107,6235 (92.3427792),320424510,Computer Engineering,JEE(Main),AI to AI,AI,3204
108,6317 (92.2568878),620724510,Computer Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
109,6382 (92.2040941),627499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6274
,,,Data Science,,,,
110,6497 (92.0856574),620724610,Information Technology,JEE(Main),AI to AI,AI,6207
,,,,,,,
111,6563 (92.0072362),303651410,Fibres and Textile ,JEE(Main),AI to AI,AI,3036
,,,Processing Technology,,,,
112,6647 (91.9018566),675424610,Information Technology,JEE(Main),AI to AI,AI,6754
"
",,,,,,,
113,6773 (91.7663132),627361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
114,6775 (91.7663132),313924610,Information Technology,JEE(Main),AI to AI,AI,3139
115,6802 (91.7388610),627824510,Computer Engineering,JEE(Main),AI to AI,AI,6278
116,6826 (91.7153620),318924510,Computer Engineering,JEE(Main),AI to AI,AI,3189
117,6909 (91.6188889),628224510,Computer Engineering,JEE(Main),AI to AI,AI,6282
,,,,,,,
118,6924 (91.6009123),614624510,Computer Engineering,JEE(Main),AI to AI,AI,6146
119,7058 (91.4713702),320424610,Information Technology,JEE(Main),AI to AI,AI,3204
120,7070 (91.4468362),627221910,Robotics and Automation,JEE(Main),AI to AI,AI,6272
121,7118 (91.3861766),614124610,Information Technology,JEE(Main),AI to AI,AI,6141
,,,,,,,
122,7208 (91.3105436),320824610,Information Technology,JEE(Main),AI to AI,AI,3208
123,7226 (91.2799060),411624210,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering,,,,
124,7227 (91.2798836),680299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6802
,,,Data Science,,,,
125,7342 (91.1446099),628224610,Information Technology,JEE(Main),AI to AI,AI,6282
,,,,,,,
126,7371 (91.1205219),321192110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3211
,,,Machine Learning,,,,
"
",,,,,,,
127,7472 (91.0091646),319737210,Electronics and ,JEE(Main),AI to AI,AI,3197
,,,Telecommunication Engg,,,,
128,7513 (90.9767000),682237210,Electronics and ,JEE(Main),AI to AI,AI,6822
,,,Telecommunication Engg,,,,
129,7537 (90.9688555),620799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6207
,,,Data Science,,,,
130,7546 (90.9667576),416724210,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering,,,,
131,7552 (90.9662957),318591610,Automation and Robotics,JEE(Main),AI to AI,AI,3185
,,,,,,,
132,7793 (90.7417023),617724510,Computer Engineering,JEE(Main),AI to AI,AI,6177
133,7945 (90.5338934),203290410,Chemical Engineering,JEE(Main),AI to AI,AI,2032
,,,,,,,
134,8183 (90.2796289),416724610,Information Technology,JEE(Main),AI to AI,AI,4167
135,8191 (90.2761837),613924510,Computer Engineering,JEE(Main),AI to AI,AI,6139
136,8221 (90.2236846),318924610,Information Technology,JEE(Main),AI to AI,AI,3189
137,8288 (90.1579991),614126210,Computer Science and ,JEE(Main),AI to AI,AI,6141
,,,Business Systems,,,,
138,8293 (90.1394340),615524510,Computer Engineering,JEE(Main),AI to AI,AI,6155
139,8367 (90.0756926),675437210,Electronics and ,JEE(Main),AI to AI,AI,6754
,,,Telecommunication Engg,,,,
140,8368 (90.0756926),628299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6282
,,,Data Science,,,,
,,,,,,,
141,8400 (90.0470728),317637210,Electronics and ,JEE(Main),AI to AI,AI,3176
,,,Telecommunication Engg,,,,
142,8469 (89.9782308),313524510,Computer Engineering,JEE(Main),AI to AI,AI,3135
,,,,,,,
143,8476 (89.9782308),626524210,Computer Science and ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
144,8519 (89.9158011),320724510,Computer Engineering,JEE(Main),AI to AI,AI,3207
145,8522 (89.9158011),320124510,Computer Engineering,JEE(Main),AI to AI,AI,3201
146,8562 (89.8428200),416725110,Computer Technology,JEE(Main),AI to AI,AI,4167
147,8801 (89.5981928),615624510,Computer Engineering,JEE(Main),AI to AI,AI,6156
148,8854 (89.5285591),317661210,Mechanical Engineering,JEE(Main),AI to AI,AI,3176
149,8893 (89.5085428),617724610,Information Technology,JEE(Main),AI to AI,AI,6177
150,8990 (89.3902005),620737210,Electronics and ,JEE(Main),AI to AI,AI,6207
,,,Telecommunication Engg,,,,
151,9110 (89.2392296),321192010,Computer Science and ,JEE(Main),AI to AI,AI,3211
,,,Engineering (Internet of ,,,,
152,9216 (89.1682914),416799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4167
,,,Data Science,,,,
153,9224 (89.1538525),613924610,Information Technology,JEE(Main),AI to AI,AI,6139
154,9274 (89.1045003),627237210,Electronics and ,JEE(Main),AI to AI,AI,6272
,,,Telecommunication Engg,,,,
"
",,,,,,,
155,9290 (89.0296523),512124510,Computer Engineering,JEE(Main),AI to AI,AI,5121
156,9470 (88.9058974),110124610,Information Technology,JEE(Main),AI to AI,AI,1101
157,9525 (88.8125999),615624610,Information Technology,JEE(Main),AI to AI,AI,6156
158,9587 (88.7253311),411561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4115
159,9779 (88.5333909),314824510,Computer Engineering,JEE(Main),AI to AI,AI,3148
,,,,,,,
160,9825 (88.4617466),613999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Data Science,,,,
161,9862 (88.4479869),412324210,Computer Science and ,JEE(Main),AI to AI,AI,4123
,,,Engineering,,,,
162,9953 (88.3850012),615524610,Information Technology,JEE(Main),AI to AI,AI,6155
163,9969 (88.3638881),627350710,Chemical Engineering,JEE(Main),AI to AI,AI,6273
,,,,,,,
164,9994 (88.2867181),411626710,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (IoT),,,,
165,10022 (88.2625561),110124210,Computer Science and ,JEE(Main),AI to AI,AI,1101
,,,Engineering,,,,
166,10044 (88.2453198),320199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3201
,,,Data Science,,,,
167,10101 (88.1917797),628124510,Computer Engineering,JEE(Main),AI to AI,AI,6281
168,10118 (88.1860526),342361210,Mechanical Engineering,JEE(Main),AI to AI,AI,3423
"
",,,,,,,
169,10126 (88.1743124),313524610,Information Technology,JEE(Main),AI to AI,AI,3135
,,,,,,,
170,10146 (88.1425351),628524550F,Computer Engineering,JEE(Main),AI to AI,AI,6285
,,,,,,,
171,10199 (88.0901288),680237210,Electronics and ,JEE(Main),AI to AI,AI,6802
,,,Telecommunication Engg,,,,
172,10212 (88.0423100),615699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6156
,,,Data Science,,,,
173,10262 (88.0054319),626724210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering,,,,
174,10265 (88.0054319),313990010,Electronics and Computer ,JEE(Main),AI to AI,AI,3139
,,,Science,,,,
175,10308 (87.9597030),615591110,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Artificial ,,,,
176,10319 (87.9544465),318324510,Computer Engineering,JEE(Main),AI to AI,AI,3183
,,,,,,,
177,10351 (87.9249492),320324510,Computer Engineering,JEE(Main),AI to AI,AI,3203
178,10385 (87.9016963),627661250F,Mechanical Engineering,JEE(Main),AI to AI,AI,6276
179,10464 (87.8318240),414224210,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering,,,,
180,10516 (87.7261033),314824610,Information Technology,JEE(Main),AI to AI,AI,3148
,,,,,,,
181,10593 (87.6230886),225024210,Computer Science and ,JEE(Main),AI to AI,AI,2250
,,,Engineering,,,,
182,10600 (87.6152988),411624610,Information Technology,JEE(Main),AI to AI,AI,4116
"
",,,,,,,
183,10643 (87.5791465),411626010,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Cyber ,,,,
184,10679 (87.5768186),414224610,Information Technology,JEE(Main),AI to AI,AI,4142
,,,,,,,
185,10706 (87.5543002),613992110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6139
,,,Machine Learning,,,,
186,10714 (87.5543002),319624510,Computer Engineering,JEE(Main),AI to AI,AI,3196
187,10792 (87.4362119),627837210,Electronics and ,JEE(Main),AI to AI,AI,6278
,,,Telecommunication Engg,,,,
188,10834 (87.3585438),313599510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3135
,,,Data Science,,,,
189,10876 (87.3193965),416726710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Engineering (IoT),,,,
190,10901 (87.3081534),627437210,Electronics and ,JEE(Main),AI to AI,AI,6274
,,,Telecommunication Engg,,,,
191,10928 (87.2772127),615591310,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Artificial ,,,,
192,10991 (87.2451889),320437210,Electronics and ,JEE(Main),AI to AI,AI,3204
,,,Telecommunication Engg,,,,
193,11012 (87.1902392),615591210,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering(Data Science),,,,
194,11053 (87.1521868),318461210,Mechanical Engineering,JEE(Main),AI to AI,AI,3184
195,11247 (86.9738464),614524510,Computer Engineering,JEE(Main),AI to AI,AI,6145
196,11371 (86.8562232),628524650F,Information Technology,JEE(Main),AI to AI,AI,6285
,,,,,,,
"
",,,,,,,
197,11400 (86.7819393),411691110,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering(Artificial ,,,,
198,11429 (86.7473196),411519110,Civil Engineering,JEE(Main),AI to AI,AI,4115
199,11478 (86.7217205),662224510,Computer Engineering,JEE(Main),AI to AI,AI,6622
200,11523 (86.6674578),411691310,Computer Science and ,JEE(Main),AI to AI,AI,4116
,,,Engineering (Artificial ,,,,
201,11595 (86.6031815),416725710,Computer Science and ,JEE(Main),AI to AI,AI,4167
,,,Design,,,,
202,11644 (86.5197151),617824510,Computer Engineering,JEE(Main),AI to AI,AI,6178
,,,,,,,
203,11659 (86.5197151),512124610,Information Technology,JEE(Main),AI to AI,AI,5121
204,11700 (86.4427314),626791110,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Artificial ,,,,
205,11801 (86.3640106),615526010,Computer Science and ,JEE(Main),AI to AI,AI,6155
,,,Engineering (Cyber ,,,,
206,11805 (86.3640106),627821910,Robotics and Automation,JEE(Main),AI to AI,AI,6278
207,11923 (86.2270981),314899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3148
,,,Data Science,,,,
208,11943 (86.1550372),321137210,Electronics and ,JEE(Main),AI to AI,AI,3211
,,,Telecommunication Engg,,,,
209,12105 (86.0434298),679637210,Electronics and ,JEE(Main),AI to AI,AI,6796
,,,Telecommunication Engg,,,,
210,12113 (86.0434298),417424610,Information Technology,JEE(Main),AI to AI,AI,4174
"
",,,,,,,
211,12141 (86.0085637),321437210,Electronics and ,JEE(Main),AI to AI,AI,3214
,,,Telecommunication Engg,,,,
212,12155 (86.0085637),627646450F,Instrumentation and ,JEE(Main),AI to AI,AI,6276
,,,Control Engineering,,,,
213,12247 (85.8825722),411699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4116
214,12275 (85.8765523),628237210,Electronics and ,JEE(Main),AI to AI,AI,6282
,,,Telecommunication Engg,,,,
215,12278 (85.8765523),318724510,Computer Engineering,JEE(Main),AI to AI,AI,3187
216,12300 (85.8538708),613984410,Electronics and Computer ,JEE(Main),AI to AI,AI,6139
,,,Engineering,,,,
217,12404 (85.7023049),617824610,Information Technology,JEE(Main),AI to AI,AI,6178
,,,,,,,
218,12426 (85.6894654),626524610,Information Technology,JEE(Main),AI to AI,AI,6265
219,12440 (85.6891688),516024510,Computer Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
220,12456 (85.6732537),617561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6175
,,,,,,,
221,12460 (85.6732537),628824210,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering,,,,
222,12614 (85.4788601),319024510,Computer Engineering,JEE(Main),AI to AI,AI,3190
223,12662 (85.4484752),628961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6289
,,,,,,,
224,12757 (85.3156541),322324610,Information Technology,JEE(Main),AI to AI,AI,3223
,,,,,,,
"
",,,,,,,
225,12805 (85.3141288),347524510,Computer Engineering,JEE(Main),AI to AI,AI,3475
226,12824 (85.2668085),614137210,Electronics and ,JEE(Main),AI to AI,AI,6141
,,,Telecommunication Engg,,,,
227,12876 (85.2083127),411637210,Electronics and ,JEE(Main),AI to AI,AI,4116
,,,Telecommunication Engg,,,,
228,12878 (85.2083127),673224510,Computer Engineering,JEE(Main),AI to AI,AI,6732
229,12977 (85.1128125),417424510,Computer Engineering,JEE(Main),AI to AI,AI,4174
230,12990 (85.1124810),320324610,Information Technology,JEE(Main),AI to AI,AI,3203
231,13038 (85.0643685),621424510,Computer Engineering,JEE(Main),AI to AI,AI,6214
232,13057 (85.0516719),412399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4123
,,,Data Science,,,,
233,13083 (85.0108846),679924510,Computer Engineering,JEE(Main),AI to AI,AI,6799
,,,,,,,
234,13200 (84.9264706),699124610,Information Technology,JEE(Main),AI to AI,AI,6991
235,13284 (84.7531727),662299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Data Science,,,,
236,13305 (84.7252131),626791210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Engineering(Data Science),,,,
237,13306 (84.7252131),320837210,Electronics and ,JEE(Main),AI to AI,AI,3208
,,,Telecommunication Engg,,,,
238,13427 (84.6401675),411661210,Mechanical Engineering,JEE(Main),AI to AI,AI,4116
"
",,,,,,,
239,13553 (84.4944893),319424510,Computer Engineering,JEE(Main),AI to AI,AI,3194
240,13606 (84.4536547),313937210,Electronics and ,JEE(Main),AI to AI,AI,3139
,,,Telecommunication Engg,,,,
241,13636 (84.4242262),614637210,Electronics and ,JEE(Main),AI to AI,AI,6146
,,,Telecommunication Engg,,,,
242,13642 (84.4242262),417491210,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering(Data Science),,,,
243,13727 (84.3093821),614524610,Information Technology,JEE(Main),AI to AI,AI,6145
244,13792 (84.2686474),620729310,Electrical Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
245,13897 (84.1277964),319024610,Information Technology,JEE(Main),AI to AI,AI,3190
246,13981 (84.0542170),677224510,Computer Engineering,JEE(Main),AI to AI,AI,6772
247,14001 (84.0276396),512199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5121
,,,Data Science,,,,
248,14075 (83.9843750),628229310,Electrical Engineering,JEE(Main),AI to AI,AI,6282
,,,,,,,
249,14139 (83.9240828),628424510,Computer Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
250,14152 (83.9169297),620661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6206
251,14315 (83.7065678),613937210,Electronics and ,JEE(Main),AI to AI,AI,6139
,,,Telecommunication Engg,,,,
252,14445 (83.6186332),662292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6622
,,,Machine Learning,,,,
"
",,,,,,,
253,14536 (83.5647688),614526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6145
,,,and Data Science,,,,
254,14551 (83.5481873),631024510,Computer Engineering,JEE(Main),AI to AI,AI,6310
,,,,,,,
255,14611 (83.4831687),516226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5162
,,,and Data Science,,,,
256,14633 (83.4373794),417426010,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Engineering (Cyber ,,,,
257,14675 (83.4124426),320790010,Electronics and Computer ,JEE(Main),AI to AI,AI,3207
,,,Science,,,,
258,14820 (83.2349785),416737210,Electronics and ,JEE(Main),AI to AI,AI,4167
,,,Telecommunication Engg,,,,
259,14829 (83.1922919),510824510,Computer Engineering,JEE(Main),AI to AI,AI,5108
,,,,,,,
260,14842 (83.1702308),319026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3190
,,,and Data Science,,,,
261,14930 (83.1058115),517224510,Computer Engineering,JEE(Main),AI to AI,AI,5172
262,14933 (83.1058115),318724610,Information Technology,JEE(Main),AI to AI,AI,3187
263,14954 (83.0708450),618524510,Computer Engineering,JEE(Main),AI to AI,AI,6185
